id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9556028,Large 3 BR Greenwich Village Apartment,41863600,Ken,Manhattan,East Village,40.73068,-73.98949,Entire home/apt,500,5,4,2018-12-28,0.22,1,0
21947039,Wyndham Midtown 45 at NYC - 2 Bedroom Presidential,160175378,Russ,Manhattan,Midtown,40.75341,-73.97313,Entire home/apt,400,1,1,2017-12-06,0.05,2,0
21604766,Marriott Vacation Club Pulse King hotel,109904033,Colleen,Manhattan,Midtown,40.75219,-73.9838,Private room,489,2,0,,,1,311
36310353,Staten Island Resort minutes from ferry! Amazing!!,28586423,Danielle,Staten Island,Stapleton,40.62878,-74.07301,Entire home/apt,450,5,0,,,1,88
2385344,The Rose House,179296,Rich,Brooklyn,Greenpoint,40.733340000000005,-73.95478,Entire home/apt,500,3,74,2019-06-24,1.17,1,364
32104047,Wyndham Midtown 45 at New York City - Bedroom,194953121,Christian,Manhattan,Midtown,40.75204,-73.97278,Entire home/apt,699,2,0,,,1,132
34096836,An urban retreat from the city’s hustle and bustle,257005399,Cassa Times Square Hotel,Manhattan,Hell's Kitchen,40.75603,-73.99511,Private room,430,1,4,2019-05-20,1.97,5,287
30882893,Artsy spacious apartment 3 mins from Times Square,230807441,Kevin,Manhattan,Hell's Kitchen,40.75805,-73.99292,Entire home/apt,450,4,2,2019-06-16,0.32,1,158
33133321,Majestic Mansion LifeStyle :),74373729,Shah,Queens,Bayside,40.77811,-73.77069,Entire home/apt,2600,6,3,2019-05-30,1.73,1,362
35183070,Designer Brooklyn townhouse with private yard,5453550,Christine & James,Brooklyn,Bedford-Stuyvesant,40.693940000000005,-73.95693,Entire home/apt,500,30,0,,,3,141
35898307,1 bedroom overlooking STONEWALL - PRIDE WEEKEND.,133372725,Andrew,Manhattan,West Village,40.73421,-74.00321,Entire home/apt,750,1,0,,,1,5
31340283,2br - The Heart of NYC: Manhattans Lower East Side,4382127,Matt,Manhattan,Lower East Side,40.7198,-73.98566,Entire home/apt,9999,30,0,,,1,365
6000898,Magnificent Townhouse - Upper East Side - NYC,23708009,Eric,Manhattan,Upper East Side,40.78155,-73.95175,Entire home/apt,1200,5,43,2019-05-23,0.9,1,309
2256519,Spacious 1BR Chelsea Apt. for SB 48,11523254,Nicholas,Manhattan,Chelsea,40.74344,-73.99826,Entire home/apt,750,2,0,,,1,0
10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71141,-73.95155,Private room,1002,365,10,2016-05-19,0.25,1,365
35909458,Stylish duplex in Midtown East /UN w/ terrace,269845683,Lee,Manhattan,Midtown,40.753040000000006,-73.96658000000001,Entire home/apt,399,3,0,,,1,148
30512582,Beautiful 6BR + Terrace in SOHO! Dream Location!,83462709,Khy,Manhattan,Tribeca,40.71459,-74.00933,Entire home/apt,359,1,36,2019-06-20,5.09,1,175
29966643,RUSTIC/MODERN/EV/NYC,5523186,Mark,Manhattan,East Village,40.73042,-73.98491,Entire home/apt,750,3,0,,,2,179
32326698,Washington Suite at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73672,-74.00539,Private room,999,1,3,2019-07-01,2.43,5,329
33583238,Lovely apartment 2 bedrooms 2 bathrooms in UWS,30137775,Thibault,Manhattan,Upper West Side,40.79321,-73.96823,Private room,380,3,1,2019-04-21,0.38,1,24
7803475,Large 2 Bdrm in prime UWS location,25847311,Mandy,Manhattan,Upper West Side,40.778490000000005,-73.98527,Entire home/apt,374,30,16,2017-01-02,0.35,1,363
35658677,Manhattan Lux ♔,268266826,Max,Manhattan,Hell's Kitchen,40.76413,-73.99466,Entire home/apt,450,1,1,2019-06-26,1.0,1,337
8353055,Bright Brooklyn Penthouse +Roofdeck,619330,Nancy,Brooklyn,South Slope,40.66616,-73.98904,Entire home/apt,360,4,5,2016-07-31,0.12,1,0
3186103,Park Slope 3 BR Duplex with Garden,16152979,Ryan,Brooklyn,Park Slope,40.67507,-73.97706,Entire home/apt,450,2,12,2019-04-22,0.2,1,13
5432089,Manhattan house for large groups,23334165,Patricia,Manhattan,Harlem,40.82249,-73.94479,Entire home/apt,825,5,28,2019-06-01,0.59,3,290
1040156,2 floor Luxury Loft in the best location!,3740730,S,Manhattan,Chelsea,40.74398,-73.99624,Entire home/apt,499,6,127,2019-06-14,1.68,2,303
12102526,HIGH END 2 bed 2ba W&D in Unit!5113,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79565,-73.96584,Entire home/apt,400,30,1,2016-12-05,0.03,96,311
21709727,DESIGNER TOWNHOUSE IN HARLEM,271527,Richard,Manhattan,Harlem,40.81023,-73.94142,Entire home/apt,850,3,4,2018-11-24,0.22,2,178
1155475,"Big, glamorous, 4BR, 3-story house",2199502,Jon,Brooklyn,Fort Greene,40.68675,-73.97713,Entire home/apt,499,2,126,2019-06-25,1.75,1,256
25135206,Stunning Three-Level Loft w/ Roofdeck & Gym,945063,Mike,Brooklyn,Williamsburg,40.71766,-73.95348,Entire home/apt,475,3,0,,,1,12
16489149,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,69545883,Chayla,Manhattan,Midtown,40.75373,-73.97272,Private room,999,3,1,2017-09-11,0.05,12,365
35717735,AMAZING ONE BED IN MEATPACKING/CHELSEA MARKET!!,268271871,Miguel,Manhattan,Chelsea,40.74499,-74.00704,Entire home/apt,399,3,1,2019-06-23,1.0,1,179
13443640,Deluxe 3-BR + 3.5Bath with sweeping city views!!,30283594,Kara,Manhattan,Midtown,40.75143,-73.96973,Entire home/apt,1100,120,0,,,121,184
32034149,9 Beds  4 Full Bath Duplex with Washer and Dryer,70058270,Lucy,Brooklyn,Crown Heights,40.66521,-73.93153000000001,Entire home/apt,575,3,0,,,4,105
16147304,Studio/Full Kitchen at Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75302,-73.97221,Private room,699,3,2,2016-12-15,0.06,12,365
9670233,3 Bed - 3 Bath East Village Oasis w Private Patio,49970809,Enzo,Manhattan,East Village,40.72846,-73.98987,Entire home/apt,550,1,141,2019-07-01,3.29,1,302
23478580,Prime Location 3 Bedrroms Apartment,9287155,Nick,Manhattan,Kips Bay,40.74265,-73.98066,Entire home/apt,450,30,16,2019-05-20,0.98,1,145
29823499,Large Union Sq Apartment!,34986045,Andy,Manhattan,East Village,40.73228,-73.98669,Entire home/apt,650,3,1,2018-12-31,0.16,1,0
35008478,3 Bedroom Apt in Times Square,263744711,Jennifer,Manhattan,Hell's Kitchen,40.76299,-73.99478,Entire home/apt,400,3,1,2019-06-25,1.0,1,278
3742373,Beautiful apartment by Columbus Circle,9859391,Andrew,Manhattan,Chelsea,40.74944,-73.99631,Entire home/apt,390,3,10,2019-01-02,0.17,1,9
9594892,Beautiful Luxury Soho 2 bedroom,10651357,Jeanne,Manhattan,SoHo,40.72468,-74.00746,Entire home/apt,450,3,2,2016-01-05,0.05,1,0
14219018,Huge Lux Designer 1 BR. Renovated,10388850,David,Manhattan,Midtown,40.75637,-73.96338,Entire home/apt,379,20,0,,,1,364
16923912,Charming 5 Bedroom House in Forest Hills NY,23262657,Maayan,Queens,Forest Hills,40.71848,-73.85025,Entire home/apt,400,2,9,2018-12-29,0.37,2,4
12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,70409953,Michael,Manhattan,Chelsea,40.74849,-73.98957,Entire home/apt,480,5,106,2019-06-29,2.99,1,263
30912652,Gorgeous Flat with Priv Patio Steps from 42nd/34th,17139611,Nina,Manhattan,Hell's Kitchen,40.75718,-73.99807,Entire home/apt,375,3,1,2019-01-01,0.16,1,0
35252356,Classy and CLEAN Designer Home in NYC 2bath,135838665,Lely & Gary,Manhattan,Flatiron District,40.73927,-73.98774,Entire home/apt,950,1,0,,,1,365
8883877,Gorgeous Director’s Penthouse,14889425,Julian,Manhattan,East Village,40.72887,-73.98835,Entire home/apt,500,1,0,,,1,53
14488817,Two bedrooms accommodate 4 guests,2766755,Mara,Manhattan,Harlem,40.80901,-73.95267,Private room,399,3,0,,,2,362
7762374,Artsy townhouse in Sugar Hill (Manhattan),1273607,David,Manhattan,Harlem,40.82651,-73.94870999999999,Entire home/apt,450,3,35,2019-06-28,0.77,1,264
6389473,1785 The Oldest Row House in New York.,7202402,Ross,Manhattan,Chinatown,40.71399,-73.99707,Entire home/apt,375,2,15,2016-10-26,0.3,2,365
16281547,Extremely Rare Townhouse in East Village,13715851,Marissa,Manhattan,East Village,40.7284,-73.98673000000001,Entire home/apt,850,3,0,,,1,180
22249641,UES Gorgeous Apartment - 2 Blocks from the Met,22902111,Séhzad,Manhattan,Upper East Side,40.77774,-73.95711,Entire home/apt,400,5,0,,,1,0
31310624,Shoot in Eccentric Loft with tons of Natural Light,33655,Sruthi,Brooklyn,Columbia St,40.68343,-74.00371,Entire home/apt,1080,1,0,,,2,167
12811459,Superhost-Designer Legal 4 Bed Townhouse Midtown 2,69852641,Lisa,Manhattan,Hell's Kitchen,40.76303,-73.98767,Entire home/apt,1000,2,24,2019-05-30,0.71,3,274
12898987,PARK SLOPE TOWNHOUSE,17984997,Josh Victor,Brooklyn,South Slope,40.66757,-73.98498000000001,Entire home/apt,475,3,0,,,1,101
33330161,Soho Loft III by (Hidden by Airbnb),156158778,Sally,Manhattan,SoHo,40.72525,-74.00142,Entire home/apt,1306,1,0,,,12,23
27573767,Heart of the West Village Apartment,49283943,Oliver,Manhattan,West Village,40.73762,-74.002,Entire home/apt,400,5,1,2018-11-04,0.12,1,0
34392073,Designer 4 Bedroom + 2Bath Duplex Condo in Midtown,166700941,Peter & Giulia,Manhattan,Midtown,40.75785,-73.96905,Entire home/apt,399,5,8,2019-07-01,3.81,1,145
30394179,Charming Central West Village 1BR w/ Doorman + Gym by Blueground,107434423,Blueground,Manhattan,West Village,40.73005,-74.00208,Entire home/apt,379,30,0,,,232,340
22465327,"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",254846,Brendan,Brooklyn,Bushwick,40.69023,-73.91620999999999,Entire home/apt,399,3,19,2019-05-06,1.13,4,272
33944634,"Centrally Located 2 Bedroom, 1 Bath",243226371,Robert,Manhattan,East Village,40.72391,-73.98409000000001,Entire home/apt,700,2,8,2019-06-02,3.08,1,263
749108,Cozy 4 BR Brooklyn townhouse in Clinton Hill,3936154,Molly,Brooklyn,Clinton Hill,40.68391,-73.96200999999999,Entire home/apt,575,3,12,2019-07-01,0.15,1,0
25902370,New Modern Townhouse Clinton Hill Brooklyn,181863187,Pamela,Brooklyn,Clinton Hill,40.69462,-73.96996,Entire home/apt,550,12,0,,,1,2
34415489,Gracious 5 Bedroom/2Bath Home by Central Park West,258003068,Hugo & Amelia,Manhattan,Upper West Side,40.79939,-73.96229,Entire home/apt,479,5,5,2019-06-18,2.68,1,159
12287838,3.5 - 4.5* Bedrms Apt in NYC + Private Backyard,26405086,Bill & May,Manhattan,Washington Heights,40.83471,-73.94288,Entire home/apt,359,1,96,2019-06-28,2.48,4,309
363673,Beautiful 3 bedroom in Manhattan,256239,Tracey,Manhattan,Upper West Side,40.80142,-73.96931,Private room,3000,7,0,,,1,365
2887761,Quiet & Central West Village Artist’s 2 Bedroom,14554858,Sara,Manhattan,West Village,40.72965,-74.00397,Entire home/apt,385,5,44,2019-05-25,0.75,1,180
15758526,3 bed duplex HUGE private deck/ PRIME Williamsburg,9718720,Teddie,Brooklyn,Williamsburg,40.71889,-73.95786,Entire home/apt,450,5,15,2019-05-19,0.49,1,60
17382679,INCREDIBLE TOWNHOUSE 4 STORIES 5 BEDROOMS 3 BATH,34474212,Vinit,Manhattan,West Village,40.73444,-74.00129,Entire home/apt,600,2,93,2019-06-23,3.38,1,251
30526261,Downtown 2 Bed 2 Bath In Nolita - Walk Everywhere!,227814642,David & Maddy,Manhattan,Chinatown,40.71787,-73.9964,Entire home/apt,398,1,10,2019-07-04,2.5,1,328
34191165,Top 3BR Apartment in THE BEST LOCATION,141194319,Cathy,Manhattan,Chelsea,40.75338,-73.99821999999999,Entire home/apt,370,12,0,,,1,320
7913426,LUX 1-Bedroom NYC Apartment Near Times Square!,30283594,Kara,Manhattan,Theater District,40.75654,-73.98891,Entire home/apt,369,30,0,,,121,364
34056750,Wyndham Midtown 45 at New York City,91854658,Genevieve,Manhattan,Midtown,40.75196,-73.97269,Entire home/apt,500,4,0,,,1,5
30091241,Tribeca - Large 4 bedroom 2 bathroom for Xmas/NY,102655617,Mahesh,Manhattan,Tribeca,40.71546,-74.00856,Entire home/apt,2000,1,1,2019-01-01,0.16,1,0
34835762,Central Hall Colonial with Free Parking Bus EXP NY,252051657,Anastasios,Staten Island,Prince's Bay,40.53076,-74.20295,Entire home/apt,1250,14,0,,,1,23
30340538,"2 Bed, 2 Bath Flat In Trendy Nolita - Modern!",225616673,Harry & Morgan,Manhattan,Nolita,40.72113,-73.99595,Entire home/apt,418,1,16,2019-06-16,2.81,1,328
22360132,Upper West Side Garden apartment,50578169,Joyce,Manhattan,Upper West Side,40.78242,-73.98380999999999,Entire home/apt,400,3,32,2019-06-23,1.88,1,69
31120563,Magnificent 5 Bedroom Brooklyn Townhouse,9786357,Ilsa,Brooklyn,Prospect Heights,40.68187,-73.97075,Entire home/apt,1750,2,5,2019-07-01,1.65,1,358
28960088,SOHO 1st Floor | Two Story Apt + Private Backyard,218282660,Maksum,Manhattan,Nolita,40.72162,-73.99549,Entire home/apt,399,5,29,2019-06-24,3.16,1,76
30568383,Prime Williamsburg,171382321,Nicole,Brooklyn,Williamsburg,40.71381,-73.96016,Entire home/apt,400,7,1,2018-12-10,0.14,1,219
15537258,889 Bushwick Ave,74442807,Sean,Brooklyn,Bushwick,40.69477,-73.92611,Private room,2000,5,1,2019-01-05,0.16,1,0
4194494,Unique Full-Floor 2br/2bath in the Heart of SoHo,10367443,J,Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,900,3,10,2018-12-30,0.17,1,0
35187654,WEST VILLAGE Duplex Diamond,151937146,Anya,Manhattan,West Village,40.73705,-74.00966,Entire home/apt,995,1,3,2019-07-05,3.0,1,344
35154668,Studio - Steps from Central Park and Times Square,231281049,The Manhattan Club,Manhattan,Midtown,40.76386,-73.98222,Private room,399,1,2,2019-07-05,2.0,4,356
15324045,TOWNHOUSE  (Backyard/Rooftop + Photoshoots/Events),9049657,Benjamin,Brooklyn,Bushwick,40.69003,-73.90890999999999,Entire home/apt,390,1,131,2019-07-07,4.11,1,321
36282795,Brooklyn hot party place with jaccuzi,270554496,Marie,Brooklyn,Bedford-Stuyvesant,40.69246,-73.93427,Private room,450,1,0,,,1,179
8007908,Rare Find: Stylish West Village Townhouse,390117,Coco,Manhattan,West Village,40.73221,-74.00928,Entire home/apt,375,3,19,2019-02-19,0.46,2,0
19735722,Loft-like turn of the century apartment for shoots,31515758,Townsend,Manhattan,Washington Heights,40.83405,-73.94565,Entire home/apt,1000,1,1,2018-03-18,0.06,1,79
29628834,Manhattan/Step to central park 5th ave/3BR sleep 9,68014876,Takara,Manhattan,Midtown,40.76279,-73.97494,Entire home/apt,399,1,36,2019-06-23,4.29,1,201
19018987,2 bedroom family luxury modern,170553,Hilary,Manhattan,Upper West Side,40.77565,-73.98684,Entire home/apt,389,6,0,,,1,105
11240650,Beautiful upper west side townhouse,25713263,Jess,Manhattan,Upper West Side,40.79101,-73.97961,Entire home/apt,2000,4,2,2016-08-23,0.06,1,75
35946646,Stunning Private Room in Heart of NYC with Jacuzzi,270096906,Marcos,Manhattan,Kips Bay,40.74316,-73.98038000000001,Private room,400,2,0,,,1,365
546573,Stunning apt with downtown views!,1792568,Mickey,Manhattan,Financial District,40.70587,-74.01534000000001,Entire home/apt,500,2,63,2019-05-19,0.75,1,79
35595716,Our slice of the Big Apple - good for large groups,266569093,Irma,Manhattan,Midtown,40.75519,-73.97010999999999,Entire home/apt,800,30,0,,,1,266
22715506,Luxury Chelsea apt. walking distance to everything,5601966,Kristen,Manhattan,Chelsea,40.74907,-74.00374000000001,Entire home/apt,375,4,35,2019-04-26,2.19,1,79
26251659,"LYRIC - 2 Bedroom Suite, 1 Bath, Kitchen",197053492,Lyric At 70 Pine,Manhattan,Financial District,40.7057,-74.00819,Entire home/apt,650,1,7,2019-05-19,0.76,8,315
33155912,"Brooklyn Heights Contemporary Gem, 3 Bed, 2 Bath",36477189,David,Brooklyn,Brooklyn Heights,40.69944,-73.99596,Entire home/apt,600,3,8,2019-07-02,2.96,1,44
8496270,Sunny Loft Studio on 46th and 10th,44742061,Megan,Manhattan,Hell's Kitchen,40.76326,-73.99141999999999,Entire home/apt,500,1,0,,,1,0
2028391,"Soho Penthouse Loft, Terrace & View",10417911,Nisian,Manhattan,SoHo,40.723290000000006,-73.9981,Entire home/apt,400,3,1,2015-07-23,0.02,1,0
30754138,Prime Soho apartment with private backyard,163035332,Pirin,Manhattan,SoHo,40.721990000000005,-74.00444,Entire home/apt,550,2,12,2019-07-03,1.72,3,126
21047121,Murray Hill House,55527442,Ekaterina,Manhattan,Murray Hill,40.74685,-73.97892,Entire home/apt,1177,3,42,2019-06-04,2.03,3,284
35193964,Breathtaking Balcony Views in the Big Apple,1461161,Sherwin,Manhattan,Murray Hill,40.744240000000005,-73.9733,Entire home/apt,500,4,6,2019-07-07,5.62,1,138
28336933,West Village 5 BR Townhouse & Private Yard,126830432,Andrea,Manhattan,West Village,40.73151,-74.00528,Entire home/apt,1500,4,17,2019-06-27,1.86,1,32
11412169,Condo at Wyndham Midtown 45,40744172,Laurie,Manhattan,Midtown,40.75225,-73.97176999999999,Private room,499,3,0,,,1,0
6059556,Beautifully renovated brownstone,1098902,Amy,Brooklyn,Park Slope,40.66955,-73.98174,Entire home/apt,480,3,0,,,2,191
33618854,Private House in Trendy Crown Heights,253354074,Yehudis,Brooklyn,East Flatbush,40.66247,-73.93784000000001,Entire home/apt,425,2,2,2019-06-27,2.0,2,59
9991265,Iconic NY loft apt in West village,2974643,Zoe,Manhattan,West Village,40.73105,-74.00464000000001,Entire home/apt,500,7,0,,,1,365
35037136,10 Beds Sleeps 15 Laundry in Apt in Williamsburg,120111937,Madea And Julian,Brooklyn,Williamsburg,40.70865,-73.96673,Entire home/apt,549,30,5,2019-06-23,3.33,1,333
21313240,Originally Maxs Kansas City Historic UnionSqr Loft,115497723,Gregory,Manhattan,Gramercy,40.73591,-73.98744,Entire home/apt,540,2,53,2019-07-07,4.43,1,215
23277230,2 bedrooms flat near Central Park,128579948,Giampiero,Manhattan,Upper East Side,40.76646,-73.9676,Entire home/apt,500,3,56,2019-06-27,3.57,2,163
13526990,Historic Brooklyn Brownstone,45691473,Cheryl,Brooklyn,South Slope,40.66446,-73.97986999999999,Entire home/apt,400,4,0,,,1,0
2169765,Lower Park Avenue Pre War,8258307,James,Manhattan,Murray Hill,40.74855,-73.98001,Entire home/apt,2000,1,0,,,1,0
33397385,Midtown Manhattan great location (Gramacy park),16105313,Debra,Manhattan,Midtown,40.74482,-73.98366999999999,Entire home/apt,5100,30,1,2019-06-22,1.0,2,343
2252844,Great place to crash for Super Bowl,11505536,Alex,Manhattan,East Village,40.73046,-73.9921,Private room,500,1,0,,,1,0
34997773,AMAZING! 7bd/4ba TownHome + PATIO - 10 Mins To NYC,16625273,Richard,Brooklyn,Williamsburg,40.71495,-73.94726,Entire home/apt,695,2,1,2019-07-02,1.0,3,282
27385494,LUXURY 2 BR ON WEST 56TH ST-POOL/GYM/CLUB HOUSE,200380610,Pranjal,Manhattan,Midtown,40.76541,-73.98179,Entire home/apt,495,30,0,,,65,364
34084341,Boutique 4 Bedroom/2 Bath Home by Central Park,5325719,Mike,Manhattan,Upper West Side,40.80181,-73.96683,Entire home/apt,450,5,8,2019-06-28,4.29,1,123
34124100,2 Bedroom/2 Bath Hell’s Kitchen Gem with views.,5556564,Stephen,Manhattan,Hell's Kitchen,40.76676,-73.99146,Entire home/apt,499,3,3,2019-06-23,2.09,1,1
33546136,Cozy 3BR/2BA in LES - Close to Subway - Sleeps 9,224813944,Anne & Gary,Manhattan,Lower East Side,40.71917,-73.98343,Entire home/apt,442,1,12,2019-06-23,4.5,1,253
32458305,94TH STREET BIG 1BR SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78213,-73.94839,Private room,500,2,0,,,6,351
29277834,Midtown City &River View~Luxury 3BR/2BA~BalconyGym,33510623,Motty,Manhattan,Murray Hill,40.74629,-73.97703,Entire home/apt,899,4,5,2019-06-11,0.71,1,340
20624541,Modern apartment in the heart of Williamsburg,10132166,Aymeric,Brooklyn,Williamsburg,40.70838,-73.94645,Entire home/apt,0,5,3,2018-01-02,0.15,1,73
18823750,Stylish Park Slope loft,31804021,Thomas,Brooklyn,South Slope,40.66412,-73.98161999999999,Entire home/apt,390,10,4,2018-09-03,0.17,1,115
13084019,Park Avenue Penthouse With Terrace,72596571,Trish,Manhattan,Midtown,40.75082,-73.98526,Entire home/apt,400,7,103,2019-06-17,2.7,1,344
5442313,3 Fully Furnished Apts 1 House!,3483450,Aswad,Brooklyn,Bedford-Stuyvesant,40.68054,-73.91374,Entire home/apt,700,1,6,2017-02-15,0.13,3,322
32634514,Sonder | Stock Exchange | Pristine 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70575,-74.01231,Entire home/apt,407,2,9,2019-06-23,2.18,327,294
13306156,Large deluxe queen size bedroom,36579485,Jean&  Toney,Brooklyn,Canarsie,40.6418,-73.90245,Private room,600,2,0,,,3,362
2249878,Great UWS Apt./Central Park ,470870,Ruben,Manhattan,Upper West Side,40.78531,-73.96988,Entire home/apt,375,1,0,,,1,0
18142333,"Elegant 5BR, 2.5 Bath w/Yard, 15 Mins to Manhattan",107022433,Nikita,Brooklyn,Bedford-Stuyvesant,40.68402,-73.93081,Entire home/apt,550,2,32,2019-06-16,1.5,3,248
35225375,One Of The Kind Loft 《Williamsburg》,6465781,Hanya,Brooklyn,Williamsburg,40.71151,-73.95936999999999,Entire home/apt,490,1,1,2019-06-17,1.0,2,1
21096186,Charming two bedroom apartment in Downtown Soho,14945039,Amy,Manhattan,Greenwich Village,40.72838,-73.99897,Entire home/apt,400,4,1,2018-01-01,0.05,1,0
16310798,Hotel Room King/Queen at Wyndham Midtown 45 Resort,69545883,Chayla,Manhattan,Midtown,40.75198,-73.97266,Private room,799,3,3,2017-09-30,0.1,12,365
34017043,Sonder | Stock Exchange | Superior 2BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70776,-74.01169,Entire home/apt,396,2,6,2019-06-23,3.0,327,328
2249928,Super Bowl Wknd! 3-Bedroom Apt UWS,2675913,Sam,Manhattan,Upper West Side,40.78574,-73.9764,Entire home/apt,1000,1,0,,,1,0
30739837,Spacious and relaxing apartment in UWS.,181370114,Feizal,Manhattan,Upper West Side,40.79167,-73.97864,Entire home/apt,500,1,0,,,1,87
35740468,Studio at Hilton Club Residence - Manhattan's Best,6524762,Armstrong,Manhattan,Midtown,40.76303,-73.97896,Entire home/apt,380,1,0,,,3,364
13233830,Beautiful Historic Brooklyn Townhouse! 4Br/3.5Bath,24743701,Renata And Howard,Brooklyn,Prospect-Lefferts Gardens,40.66108,-73.95567,Entire home/apt,650,5,3,2019-07-02,0.08,2,23
15206607,STUDIO Condo in luxurious Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,40.75294,-73.9719,Private room,699,3,3,2016-12-11,0.09,12,365
30146411,Luxury West Village private Townhouse 5B Garden,101080203,Luxury Property,Manhattan,Gramercy,40.73652,-73.98618,Entire home/apt,3000,1,1,2018-12-16,0.15,1,365
20692563,Greenwich Village Townhome with Private Garden!,147814925,Lloyd,Manhattan,Greenwich Village,40.733,-73.99413,Entire home/apt,3900,30,7,2018-03-13,0.32,1,180
28439263,"10BR 6 full Bath, 3 story, entire landmark house",210970608,Lucy,Brooklyn,Crown Heights,40.6692,-73.95054,Entire home/apt,785,3,0,,,5,226
9575961,Chelsea / High Line Oasis,69510,Brian,Manhattan,Chelsea,40.7465,-74.0036,Entire home/apt,375,3,0,,,1,0
32345140,✤ NEWLY RENOVATED ✤ TOP LOCATION ✤,229478744,Yara,Manhattan,Hell's Kitchen,40.76332,-73.9915,Entire home/apt,379,2,11,2019-06-21,3.3,1,252
32225206,Sonder | Stock Exchange | Original 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70587,-74.01092,Entire home/apt,472,2,12,2019-06-15,2.67,327,234
250801, Heart & Soul of Greenwich Village ,1314834,Rhona,Manhattan,Greenwich Village,40.73129,-73.99944,Entire home/apt,850,3,107,2019-05-23,1.15,1,249
9211087,Midtown 2B/2BTH w large living room,47903548,Juan,Manhattan,Midtown,40.75505,-73.96714,Entire home/apt,400,1,0,,,1,0
34420423,Quirky 1 BR / Studio in Heart of East Village,19509387,Greg,Manhattan,East Village,40.72592,-73.98701,Entire home/apt,600,2,1,2019-05-26,0.68,1,0
10901255,"6 BEDROOM W VILLAGE TOWNHOUSE, NYC",605463,West Village,Manhattan,West Village,40.73303,-74.005,Entire home/apt,1100,6,4,2019-05-24,0.12,4,313
13873028,Penthouse in Midtown Manhattan,82054811,Carol,Manhattan,Midtown,40.76518,-73.98210999999999,Private room,500,3,0,,,1,0
31533898,TRENDi 6 BEDROOM  2 APARTMENTS COMBINED/12 BEDS,133234099,Gemma,Manhattan,Harlem,40.8095,-73.94296999999999,Entire home/apt,750,3,0,,,2,97
17257473,LIVING THE NYC EXPERIENCE,7889472,Jose Luis,Manhattan,Harlem,40.81922,-73.95671999999999,Entire home/apt,355,5,14,2018-04-30,0.49,1,89
10696159,Lovely BK 4-BR Duplex with Garden,55261821,Celine,Brooklyn,Park Slope,40.67631,-73.97224,Entire home/apt,425,5,2,2016-07-09,0.05,1,0
4174115,Spacious Soho Loft,5739699,Rosemary,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,500,3,3,2015-05-05,0.05,1,0
32236518,Sonder | Stock Exchange | Expansive 3BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70775,-74.01047,Entire home/apt,454,2,11,2019-06-11,3.33,327,297
35947912,Comfortable 3 bedroom in Heart of Manhattan,135718152,Danny,Manhattan,Midtown,40.75827,-73.97091999999999,Entire home/apt,425,3,0,,,1,24
6936794,Modern 3 Beds in Gorgeous Building,12028820,Kim,Manhattan,Upper East Side,40.76348,-73.95884000000001,Entire home/apt,900,7,28,2019-05-05,0.58,1,340
9711313,Cozy 4BD 2.5BR w/Jacuzzi & Parking,14163805,Michael,Brooklyn,Prospect-Lefferts Gardens,40.66001,-73.94664,Entire home/apt,399,3,129,2019-06-24,3.2,1,237
35583886,Artsy Parisian Apt in Greenwich Village,255626808,Oli,Manhattan,Greenwich Village,40.73313,-73.9971,Entire home/apt,450,1,1,2019-06-26,1.0,1,156
27831928,Charming 3bed/2ba Downtown/LES,210170222,Anastasia,Manhattan,Lower East Side,40.71815,-73.98213,Private room,400,3,6,2019-03-31,0.87,1,67
8595191,Greenwich Village Hotspot,19564640,Dave,Manhattan,Greenwich Village,40.73008,-74.0005,Entire home/apt,500,1,0,,,1,0
23820538,Large 3 Bedroom Loft in Heart of Williamsburg,28373054,Nadira,Brooklyn,Williamsburg,40.71201,-73.95881999999999,Entire home/apt,600,3,14,2019-06-17,0.98,1,167
23766156,TheBlueHouse. EntireHome. BabyGrand. FreeParking.,178266385,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338000000001,Entire home/apt,800,1,3,2018-08-15,0.21,1,362
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,0.76,1,26
